18,14,12.6666666667,13.5,12,12.6666666667,12.8571428571,12.75,11.8888888889,11.9,12.6363636364,12.5,12.0769230769,11.9285714286,11.8666666667,11.6875,11.8823529412,11.6666666667,11.4210526316,11.5,11.2857142857,11.1363636364,11,11,11.28,11.1923076923,11.1481481481,11.0357142857,11.0689655172,10.8333333333,10.8064516129,10.75,10.6060606061,10.5294117647,10.6,10.6944444444,10.6216216216,10.6578947368,10.6153846154,10.6,10.5609756098,10.5714285714,10.488372093,10.4772727273,10.4,10.3043478261,10.3191489362,10.5208333333,10.5102040816,10.46,10.4705882353,10.5576923077,10.5094339623,10.4259259259,10.5090909091,10.6071428571,10.5964912281,10.6206896552,10.6440677966,10.6166666667,10.606557377,10.5,10.5079365079,10.53125,10.5384615385,10.5606060606,10.552238806,10.4852941176,10.5507246377,10.5571428571,10.5352112676,10.5972222222,10.5205479452,10.5405405405,10.5333333333,10.5526315789,10.5714285714,10.5384615385,10.5696202532,10.5625,10.5185185185,10.5609756098,10.5301204819,10.5476190476,10.5294117647,10.6046511628,10.6206896552,10.6590909091,10.6966292135,10.7555555556,10.7252747253,10.6956521739,10.6559139785,10.6382978723,10.6421052632,10.6770833333,10.7113402062,10.7040816327,10.6666666667,10.63
2.2880861759,2.2984182835,2.2975458304,2.2959958911,2.298245573,2.2961223523,2.2936628205,2.2946828902,2.2962122758,2.2966961861,2.2937777693,2.293499887,2.2942693233,2.2950553894,2.2956107616,2.2959863096,2.2947824703,2.2948272626,2.2952677576,2.2950208783,2.29581708,2.2960245067,2.296518388,2.2970033586,2.2957703876,2.2961672636,2.29653762,2.2972149338,2.2971420781,2.2974813223,2.2977634784,2.2976839691,2.2978373296,2.2978349644,2.2971334321,2.2968862653,2.2972257137,2.297082443,2.2969478766,2.2971465647,2.29728879,2.2971965131,2.2973659482,2.2973394773,2.2974087026,2.2974971274,2.2974192082,2.2970699569,2.2971631605,2.2972904301,2.2971959675,2.2970843178,2.2966910623,2.2970581011,2.2970002955,2.2965979619,2.2969560372,2.2969903781,2.2970421153,2.2970193982,2.2969667286,2.2973762405,2.2974638674,2.2972536683,2.2970766288,2.2972413338,2.2973925605,2.2976077304,2.2976092221,2.2978052037,2.2977754667,2.2975324161,2.2976716904,2.2977026701,2.2977608903,2.2975809731,2.2974731643,2.2974862105,2.2970843617,2.2971072584,2.2972058573,2.2970684563,2.297102368,2.2970866447,2.2971157887,2.2970714708,2.2969564405,2.2970102863,2.2969167045,2.2967543311,2.296849877,2.2968841428,2.2969098988,2.2969927864,2.2970497985,2.2969991515,2.296914049,2.2969891149,2.2971727222,2.2971884656
13,11.5,12,11.25,12.4,12.8333333333,12.8571428571,13.25,13.5555555556,13.3,12.6363636364,12.3333333333,12.3846153846,12.7142857143,12.8666666667,13.25,13.5294117647,13.4444444444,13.6842105263,13.7,13.5714285714,13.6818181818,13.652173913,13.5,13.44,13.6538461538,13.7407407407,13.6785714286,13.724137931,13.7333333333,13.6774193548,13.625,13.6666666667,13.7352941176,13.8285714286,13.9722222222,14.0810810811,14.0526315789,13.9230769231,13.9,13.9268292683,13.9523809524,13.976744186,14.1136363636,14.0666666667,14.1956521739,14.2978723404,14.2708333333,14.2244897959,14.12,14.1176470588,14.0769230769,14.1132075472,14.1111111111,14.0909090909,14.0535714286,14.0701754386,14.0517241379,14.0508474576,14.2,14.1639344262,14.2419354839,14.1904761905,14.171875,14.2461538462,14.2424242424,14.2388059701,14.1617647059,14.115942029,14.0857142857,14.0985915493,14.0555555556,14.1095890411,14.1891891892,14.1866666667,14.1447368421,14.0649350649,14.1153846154,14.0379746835,13.9625,13.950617284,13.9756097561,13.9156626506,13.9642857143,13.9647058824,13.9418604651,13.9310344828,13.875,13.8651685393,13.9,13.8901098901,13.9130434783,13.8817204301,13.8617021277,13.8421052632,13.875,13.8969072165,13.8979591837,13.9090909091,13.9
2.2128088474,2.2673748732,2.2765526772,2.2735391855,2.2717556,2.2644503911,2.2677371161,2.2677460909,2.2665797869,2.2696420193,2.2734987736,2.2794161439,2.2807831214,2.2799880675,2.283801206,2.2845017761,2.2813786619,2.2845182949,2.2817192705,2.2829276681,2.2829787618,2.2819624272,2.2828410397,2.2822737594,2.2812892723,2.2800940092,2.2781637775,2.2778028165,2.2773581044,2.2788060983,2.278660082,2.2793076262,2.2794498603,2.2792975412,2.2794979504,2.2774312298,2.2772872706,2.2767499999,2.2779391362,2.2789163649,2.27858908,2.2781840676,2.2776070972,2.2758244601,2.277140575,2.2764769015,2.2746299429,2.2752519945,2.2751467569,2.2754098272,2.2752695598,2.2752946844,2.2756694263,2.2764799595,2.2767919887,2.2763584171,2.2760133534,2.2748314553,2.2750113253,2.2747692545,2.2747436781,2.2756093394,2.2756807653,2.2753074467,2.2751630233,2.2751978383,2.2752365319,2.2755873799,2.2756327961,2.2764577695,2.2766948317,2.2768904401,2.2771162954,2.2761982808,2.2756103547,2.2761148434,2.2767648666,2.2763153529,2.2766996215,2.2772523999,2.2773868537,2.2764867951,2.2764897921,2.275631283,2.2756710978,2.2759789589,2.2764034353,2.2764432918,2.2766070607,2.277537926,2.2774975378,2.277788525,2.2775410042,2.2773280296,2.2771552337,2.2769793868,2.2762867544,2.2767148529,2.2767643375,2.2769411349
12,13.5,11.6666666667,11,10.8,9.8333333333,9.8571428571,10,9.7777777778,10.3,10,10.0833333333,10.9230769231,10.6428571429,10.7333333333,10.5,10.5294117647,10.3333333333,10.4736842105,10.4,10.380952381,10.3636363636,10.347826087,10.25,10.36,10.5,10.3333333333,10.2142857143,10.1379310345,10.2,10.1935483871,10.125,10.1212121212,10.1470588235,9.9714285714,9.9444444444,9.9189189189,9.7894736842,9.8974358974,9.925,9.9756097561,9.9523809524,9.9302325581,9.9545454545,10,9.9565217391,9.8510638298,9.7916666667,9.7346938776,9.7,9.6274509804,9.5961538462,9.5283018868,9.4814814815,9.4,9.375,9.4210526316,9.3793103448,9.3559322034,9.3166666667,9.3606557377,9.3709677419,9.4126984127,9.421875,9.5076923077,9.4848484848,9.4626865672,9.5882352941,9.5217391304,9.5571428571,9.5633802817,9.5277777778,9.4794520548,9.4459459459,9.4933333333,9.5526315789,9.5844155844,9.5641025641,9.5063291139,9.5125,9.4938271605,9.5853658537,9.6626506024,9.6428571429,9.6470588235,9.6860465116,9.7356321839,9.7159090909,9.7415730337,9.7444444444,9.7582417582,9.7717391304,9.8172043011,9.7872340426,9.8,9.7604166667,9.7525773196,9.7755102041,9.7777777778,9.8
8.7107400894,7.5224475861,7.0259432793,7.3866745234,6.3974355221,5.9928248723,6.1138376508,5.8415969014,5.5918185446,5.2728643894,5.7306299643,5.968248407,5.9938158255,5.9160656588,5.6896648089,5.630058229,5.7586315099,5.8975264496,5.9764842736,5.9208836555,5.8211190133,5.7606047717,5.620936259,5.5448080401,5.7481807423,5.6272498644,5.5258872509,5.551862061,5.5253918993,5.4810980082,5.4244222256,5.379445076,5.2957466299,5.2816701917,5.4688311304,5.4824890825,5.4008251783,5.437469495,5.4528698188,5.3967499137,5.3291523457,5.33417725,5.3266095394,5.3152593754,5.3371527513,5.285344326,5.2846869966,5.2854343603,5.2599512168,5.2151490879,5.2117122669,5.2286860851,5.4208327329,5.3670560607,5.3430615425,5.3650237748,5.3474733871,5.3362227308,5.2901638282,5.2458318472,5.2433782484,5.2176430302,5.1753201825,5.1901183091,5.2204199681,5.1804941026,5.1708503944,5.1297396737,5.0990098248,5.0714066199,5.0733004657,5.1184421877,5.1310152387,5.1036646431,5.0782085546,5.0964643767,5.1392861713,5.1374229529,5.2427260121,5.2280347884,5.2238836288,5.2126837475,5.1881497624,5.1688754587,5.2221678481,5.2110335023,5.214850697,5.1844406236,5.1727286671,5.2082006772,5.190631235,5.1997093817,5.1737338138,5.1480528826,5.1209558387,5.1119007617,5.1311562971,5.114811817,5.089012606,5.0870190215
13,11.5,13.6666666667,13.5,13,12.3333333333,12.2857142857,11.75,11.1111111111,11,10.5454545455,10.5,10.4615384615,10.5714285714,10.4666666667,9.9375,10.2352941176,10.0555555556,10.1578947368,10,9.8095238095,10.0909090909,10.1304347826,10.0833333333,10.32,10.3076923077,10.037037037,10.1071428571,10.1034482759,10.1333333333,10,10.25,10.3333333333,10.4411764706,10.4285714286,10.4166666667,10.3783783784,10.4210526316,10.4871794872,10.6,10.487804878,10.3333333333,10.3720930233,10.3636363636,10.4,10.4347826087,10.3404255319,10.5,10.5306122449,10.54,10.5490196078,10.5384615385,10.4905660377,10.4814814815,10.5090909091,10.5,10.4035087719,10.3275862069,10.2542372881,10.3333333333,10.262295082,10.3064516129,10.2698412698,10.28125,10.2615384615,10.2272727273,10.1641791045,10.1470588235,10.1884057971,10.1714285714,10.1690140845,10.1944444444,10.1506849315,10.0675675676,10.08,10.1447368421,10.2207792208,10.2051282051,10.2278481013,10.25,10.2839506173,10.2682926829,10.2530120482,10.2142857143,10.2235294118,10.1860465116,10.1609195402,10.1477272727,10.1573033708,10.2,10.2527472527,10.25,10.3225806452,10.3404255319,10.3263157895,10.3854166667,10.381443299,10.4183673469,10.4242424242,10.37
3.0569434166,3.2370276451,3.1310322285,3.214849472,3.0592053413,3.0925321182,3.0763714654,3.0419840217,3.0104578071,2.9559854984,2.9766498479,2.9494025111,2.9436341616,2.946378776,2.9486089865,2.9554192275,2.9696823709,2.9773747259,2.982005546,3.0047621369,2.996694281,2.9861161926,2.9690442293,2.9550606708,2.9444310856,2.9264943141,2.9213463642,2.929479616,2.9279280613,2.9141011159,2.9041613456,2.8908295333,2.876537901,2.8735266994,2.8596497195,2.8629637559,2.8617937307,2.8594333184,2.8451942542,2.8394239783,2.837935407,2.8407436723,2.8495123608,2.8548393304,2.8619805813,2.8650160458,2.867014819,2.873375987,2.8714795307,2.8595179033,2.8598523794,2.8585799612,2.8601326897,2.8589118675,2.8568723982,2.8620864536,2.8635879818,2.8569836,2.8544508118,2.8486036936,2.8418737709,2.8564309228,2.8523076565,2.8434197754,2.8399213021,2.8371671185,2.8480308091,2.8411880626,2.8348966923,2.8481361049,2.8490193125,2.8506422771,2.8518943983,2.8492226343,2.84338274,2.8397487339,2.8383152578,2.8332127822,2.8382386196,2.8390983433,2.8361231457,2.8306664781,2.8244787239,2.8196637858,2.8205855117,2.8226212374,2.8246191726,2.8196501271,2.8185884604,2.8313996739,2.8299688874,2.8313009039,2.8244023733,2.8200239729,2.8192023578,2.8182230517,2.8151807515,2.8182013862,2.8199962943,2.8195865631
13,14,12.6666666667,12,11.6,10.6666666667,10.5714285714,10.625,10.3333333333,10.7,10.4545454545,10.5833333333,11.2307692308,11,11.0666666667,10.8125,10.8823529412,10.7222222222,10.9473684211,10.85,10.7619047619,10.7272727273,10.6956521739,10.5833333333,10.68,10.7692307692,10.6296296296,10.5714285714,10.4482758621,10.5,10.4838709677,10.46875,10.4545454545,10.4411764706,10.2571428571,10.25,10.2162162162,10.0789473684,10.2051282051,10.175,10.243902439,10.2619047619,10.2790697674,10.2954545455,10.3333333333,10.3043478261,10.2553191489,10.1666666667,10.1224489796,10.06,10,9.9423076923,9.9056603774,9.8518518519,9.7636363636,9.6964285714,9.7368421053,9.724137931,9.6949152542,9.65,9.6393442623,9.6129032258,9.6507936508,9.640625,9.7692307692,9.7272727273,9.6865671642,9.8088235294,9.7536231884,9.7857142857,9.7746478873,9.7361111111,9.7123287671,9.6891891892,9.7066666667,9.75,9.7792207792,9.7692307692,9.7215189873,9.7,9.6666666667,9.7804878049,9.8554216867,9.8571428571,9.8470588235,9.9069767442,9.9310344828,9.9204545455,9.9662921348,9.9555555556,9.967032967,9.9673913043,10.0215053763,10,10.0105263158,9.9583333333,9.9587628866,9.9693877551,9.9696969697,10
3.9739849567,3.9475353956,3.8875645002,3.8726713657,3.887517786,3.9440585375,3.9448377745,3.9501391649,3.9760108524,3.9429326057,3.9573110667,3.9503145814,3.9385858316,3.9493391854,3.9409088294,3.9600355178,3.9647660676,3.9546496073,3.951888624,3.9655225635,3.9676891622,3.9612964067,3.9623449263,3.9620761573,3.9566834545,3.9532671983,3.9537655601,3.9579348649,3.967940273,3.9596973022,3.9654386813,3.9610770792,3.9718579957,3.9740613208,3.9787648746,3.9761800567,3.9737763727,3.9839500816,3.9824703962,3.9825960279,3.9864818526,3.984103867,3.9768075278,3.97652755,3.965591775,3.9651701347,3.970202101,3.9722146491,3.9723108593,3.9798151636,3.9829587142,3.9878838292,3.9866709304,3.988273104,3.9923820019,4.000079304,4.0089964323,4.0117728505,4.0163411003,4.0206731836,4.018196618,4.0163993759,4.0186595463,4.018939741,4.0087891835,4.0126795444,4.0118194303,4.0062567136,4.0060509737,4.0063980511,4.0073896193,4.0068547626,4.0091030206,4.0150716015,4.0138157845,4.0112309958,4.0055480282,4.0080501391,4.0064813306,4.0047944933,4.0017376446,4.0014728337,4.0029290613,4.005474891,4.003539551,4.0010755533,4.0043073221,4.006137157,4.0024453254,4.0007150173,3.997796229,3.9962782056,3.9955885436,4.0014327283,4.0019766657,4.0028955638,4.0032163207,4.0014668217,3.997254781,3.9961885166
