mean,sum,32,64,128,256,512,1024,2048,4096,8192,16384,
6410.76,24216,100,99.8,98.6,86.4,58.9,13.3,0.4,0,0,0,
9880.04,31808,100,100,99.9,97,82.3,36,1.9,0,0,0,
12138,36640,100,100,99.9,98.3,89.8,55,3.9,0,0,0,
13671,46212,100,99.9,99.4,98.1,90.3,59.8,8.8,0.1,0,0,
15310.9,39140,100,100,99.9,98.6,93.6,69.9,12.6,0,0,0,
16057.8,63968,100,100,99.9,99,94.1,68.8,16.3,0.2,0,0,
17257.4,60460,100,100,99.9,99.1,95,72.6,22.5,0.1,0,0,
18253.3,65096,100,100,99.9,99.4,95.7,75.2,26.2,0.6,0,0,
18316.4,57196,100,100,99.9,99.2,94.9,75.3,26.2,0.4,0,0,
17806.4,80180,100,100,99.9,98.4,92.3,70.8,26.5,0.8,0,0,
20775.1,66280,100,100,99.8,99.2,97.2,80,36.4,1.6,0,0,
20648.6,73276,100,0,100,99.3,95.1,79.3,35.8,1.8,0,0,
21684.7,71644,100,0,100,99.5,95.5,80.3,38.8,2.5,0,0,
21978.6,73424,100,0,100,99.7,96.9,80.3,39.1,3.5,0,0,
23091.3,79696,100,99.9,99.8,99.6,97.2,81.1,44.6,3.3,0,0,
24012,78980,100,0,100,99.6,96.8,83,44.7,4.9,0,0,
24500.9,76792,100,100,99.9,99.5,98,84.6,48,5,0,0,
26110.7,83684,100,100,99.8,99.5,97.8,86.8,49.5,6.9,0,0,
25828.2,81560,100,100,99.8,99.3,96.4,83,49.9,7.7,0,0,
26783.8,80488,100,0,100,99.8,97.5,85.4,52.5,8.1,0,0,
27811.6,113512,100,0,100,99.6,97,87.4,53,10,0.2,0,
27702.3,86188,100,0,0,100,98.4,88.1,55.6,7.8,0,0,
28656.3,112760,100,100,99.9,99.5,97.6,87.1,55.2,11.5,0.1,0,
28408.3,113264,100,100,99.8,99.5,97.4,87,54.3,11,0.1,0,
29481.9,109944,100,0,100,99.8,97.7,87.8,56.3,13.1,0.1,0,
23140.7,106384,99.9,99.7,99.4,97.7,92.4,73.4,41.6,7,0.1,0,
31717.1,112692,100,0,100,99.9,98.3,89.9,62.7,15.5,0.4,0,
31141.7,110012,100,100,99.9,99.7,97.5,89.1,59.6,15.8,0.2,0,
29613.7,113068,100,100,99.9,99.4,96.5,86.2,55.8,14.2,0.3,0,
27335,117660,100,100,99.8,98.6,93,77.6,49.6,13.7,0.4,0,
22467.1,127820,100,99.9,99,97.4,91.3,73,40.3,5.5,0.1,0,
28382.3,104588,100,100,99.9,99.5,97.5,84.7,53.1,12.5,0.1,0,
31978.4,122180,100,99.9,99.8,99.6,97.9,87.8,60.7,17.5,0.3,0,
32257.6,114828,100,0,100,99.6,97.9,89.1,61.5,17.4,0.1,0,
34601.4,129292,100,100,99.8,99.7,98.3,91.5,64.5,22.1,0.7,0,
33648.9,114740,100,100,99.9,99.3,97.7,90.5,63.7,19.2,0.4,0,
35508.9,127584,100,100,99.9,99.7,98,91.1,66.5,22.6,0.6,0,
34302.4,135020,100,100,99.8,99.7,97.6,89.3,62.9,21.4,1,0,
36712.1,124116,100,100,99.9,99.3,97.6,92.4,69.5,24.2,0.9,0,
35115.4,118496,100,0,100,99.7,98.7,90.9,65,21.2,0.7,0,
36610.2,127480,100,0,100,99.4,97.8,91.7,68.7,23.6,0.9,0,
38237.7,148044,100,100,99.9,99.7,98.4,93.4,67.8,27,1.9,0,
